Gene_ID	Pathway_ID
SAOUHSC_01041	sao00001;sao01000
SAOUHSC_01042	sao00001;sao01000
SAOUHSC_01043	sao00001;sao04147;sao01000
SAOUHSC_01046	sao00001;sao02000;sao01000
SAOUHSC_01047	sao00001;sao02000
SAOUHSC_01048	sao00001;sao02000
SAOUHSC_01049	sao00001;sao02000
SAOUHSC_01053	sao00001;sao02000
SAOUHSC_01055	sao00001;sao01000
SAOUHSC_01058	sao00001
SAOUHSC_01063	sao00001;sao02000;sao01011;sao01003;sao03036;sao01000
SAOUHSC_01064	sao00001;sao01000
SAOUHSC_01065	sao00001;sao03029;sao01000
SAOUHSC_01066	sao00001;sao03029;sao01006;sao01000
SAOUHSC_01067	sao00001
SAOUHSC_01071	sao00001;sao01000
SAOUHSC_01074	sao00001;sao01000;sao03009
SAOUHSC_01075	sao00001;sao01000
SAOUHSC_01076	sao00001;sao03016;sao01000
SAOUHSC_01077	sao00001;sao03009
SAOUHSC_01079	sao00001;sao02000
SAOUHSC_01081	sao00001;sao02000
SAOUHSC_01082	sao00001;sao02000
SAOUHSC_01084	sao00001;sao02000
SAOUHSC_01085	sao00001;sao02000
SAOUHSC_01086	sao00001;sao02000
SAOUHSC_01088	sao00001;sao01002;sao01011;sao01000
SAOUHSC_01089	sao00001;sao01000
SAOUHSC_01091	sao00001;sao03016
SAOUHSC_01092	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01093	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01095	sao00001;sao03032;sao01000
SAOUHSC_01096	sao00001;sao03036
SAOUHSC_01098	sao00001;sao03400
SAOUHSC_01099	sao00001;sao03400
SAOUHSC_01100	sao00001;sao03110
SAOUHSC_01102	sao00001;sao03400
SAOUHSC_01103	sao00001
SAOUHSC_01104	sao00001;sao01000
SAOUHSC_01105	sao00001;sao01000
SAOUHSC_01106	sao00001;sao01011;sao01000
SAOUHSC_01107	sao00001;sao01000
SAOUHSC_01108	sao00001
SAOUHSC_01112	sao00001
SAOUHSC_01114	sao00001
SAOUHSC_01115	sao00001
SAOUHSC_01121	sao00001;sao02000;sao02042
SAOUHSC_01128	sao00001;sao01000
SAOUHSC_01129	sao00001;sao01000
SAOUHSC_01133	sao00001;sao02042
SAOUHSC_01135	sao00001
SAOUHSC_01136	sao00001
SAOUHSC_01137	sao00001
SAOUHSC_01141	sao00001
SAOUHSC_01142	sao00001;sao03000
SAOUHSC_01143	sao00001;sao01000;sao03009
SAOUHSC_01144	sao00001;sao03036
SAOUHSC_01145	sao00001;sao01011
SAOUHSC_01146	sao00001;sao01011;sao01000
SAOUHSC_01147	sao00001;sao01011;sao01000
SAOUHSC_01148	sao00001;sao03036
SAOUHSC_01149	sao00001;sao04812;sao03036
SAOUHSC_01150	sao02048;sao00001;sao04812;sao03036
SAOUHSC_01152	sao00001;sao01000
SAOUHSC_01153	sao00001
SAOUHSC_01154	sao00001;sao03036
SAOUHSC_01155	sao02044;sao00001
SAOUHSC_01158	sao00001;sao03036
SAOUHSC_01159	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01160	sao00001;sao01000
SAOUHSC_01162	sao00001;sao01002;sao01000
SAOUHSC_01163	sao00001;sao01000;sao03009
SAOUHSC_01164	sao00001;sao03000;sao01000
SAOUHSC_01165	sao00001;sao02000
SAOUHSC_01166	sao00001;sao01000
SAOUHSC_01168	sao00001;sao01000
SAOUHSC_01169	sao00001;sao01000
SAOUHSC_01170	sao00001;sao01000
SAOUHSC_01171	sao00001;sao01000
SAOUHSC_01172	sao00001;sao01000
SAOUHSC_01176	sao00001;sao01000
SAOUHSC_01177	sao00001;sao03400;sao03021;sao01000
SAOUHSC_01178	sao00001;sao01000
SAOUHSC_01179	sao00001;sao03400;sao01000
SAOUHSC_01182	sao00001;sao01000
SAOUHSC_01183	sao00001;sao01000
SAOUHSC_01184	sao00001;sao01000;sao03009
SAOUHSC_01185	sao00001;sao01000;sao03009
SAOUHSC_01186	sao01009;sao00001;sao01000
SAOUHSC_01187	sao00001;sao01001;sao01000
SAOUHSC_01188	sao00001;sao01000;sao03009
SAOUHSC_01189	sao00001;sao01000
SAOUHSC_01190	sao00001;sao01000
SAOUHSC_01191	sao00001;sao03011
SAOUHSC_01193	sao00001;sao01000
SAOUHSC_01194	sao00001;sao03400;sao01000
SAOUHSC_01197	sao01004;sao00001;sao01000
SAOUHSC_01198	sao01004;sao00001;sao01000
SAOUHSC_01199	sao01004;sao00001;sao01000
SAOUHSC_01201	sao00001
SAOUHSC_01203	sao00001;sao03019;sao03036;sao01000;sao03009
SAOUHSC_01204	sao00001;sao03036
SAOUHSC_01205	sao02044;sao00001
SAOUHSC_01206	sao00001
SAOUHSC_01207	sao02044;sao00001;sao01000
SAOUHSC_01208	sao00001;sao03011
SAOUHSC_01209	sao00001;sao03009
SAOUHSC_01210	sao00001;sao03016;sao01000
SAOUHSC_01211	sao00001;sao03011
SAOUHSC_01213	sao00001;sao01003
SAOUHSC_01214	sao00001;sao03009
SAOUHSC_01215	sao00001;sao03032;sao01000
SAOUHSC_01216	sao00001;sao01000
SAOUHSC_01218	sao00001;sao01000
SAOUHSC_01221	sao00001
SAOUHSC_01222	sao00001;sao03032;sao03400;sao01000
SAOUHSC_01223	sao00001;sao03016;sao03036;sao01000
SAOUHSC_01224	sao00001;sao03036
SAOUHSC_01225	sao00001;sao01002;sao01000
SAOUHSC_01226	sao00001;sao03110
SAOUHSC_01228	sao00001;sao03000
SAOUHSC_01234	sao03012;sao00001;sao03029
SAOUHSC_01235	sao00001;sao01000
SAOUHSC_01236	sao03012;sao00001
SAOUHSC_01237	sao00001;sao01006;sao01000
SAOUHSC_01238	sao00001;sao01000
SAOUHSC_01239	sao00001;sao01002
SAOUHSC_01240	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01241	sao00001;sao03032;sao03400;sao01000
SAOUHSC_01242	sao00001;sao03009
SAOUHSC_01243	sao00001;sao03021;sao03009
SAOUHSC_01244	sao00001
SAOUHSC_01246	sao03012;sao00001;sao03029
SAOUHSC_01247	sao00001;sao03009
SAOUHSC_01248	sao00001;sao03016;sao01000
SAOUHSC_01249	sao00001;sao01000
SAOUHSC_01250	sao00001;sao03011
SAOUHSC_01251	sao00001;sao03019;sao03016;sao01000
SAOUHSC_01252	sao00001;sao03019
SAOUHSC_01253	sao00001;sao03036
SAOUHSC_01254	sao00001;sao03000
SAOUHSC_01257	sao01004;sao00001;sao01000
SAOUHSC_01260	sao00001;sao01000
SAOUHSC_01262	sao00001;sao03400
SAOUHSC_01263	sao00001;sao03019
SAOUHSC_01265	sao00001;sao01000
SAOUHSC_01266	sao00001;sao01000
SAOUHSC_01267	sao00001;sao01000
SAOUHSC_01269	sao00001;sao03016;sao01000
SAOUHSC_01272	sao00001;sao03400
SAOUHSC_01273	sao00001;sao03400
SAOUHSC_01274	sao00001;sao03000
SAOUHSC_01275	sao00001;sao02000
SAOUHSC_01276	sao00001;sao04147;sao01000
SAOUHSC_01278	sao00001;sao01000
SAOUHSC_01280	sao00001;sao03016;sao01006;sao01000
SAOUHSC_01281	sao00001;sao03019;sao03036
SAOUHSC_01282	sao00001;sao01000
SAOUHSC_01283	sao00001;sao03009
SAOUHSC_01285	sao00001;sao03000
SAOUHSC_01287	sao00001;sao04147;sao01000
SAOUHSC_01307	sao00001;sao01000
SAOUHSC_01310	sao00001
SAOUHSC_01311	sao00001;sao02000
SAOUHSC_01312	sao00001;sao02000
SAOUHSC_01313	sao00001;sao02022;sao01001;sao01000
SAOUHSC_01314	sao00001;sao02022
SAOUHSC_01316	sao00001;sao01000
SAOUHSC_01319	sao00001;sao01000
SAOUHSC_01320	sao00001;sao01000
SAOUHSC_01321	sao00001;sao01000
SAOUHSC_01322	sao00001;sao01000
SAOUHSC_01326	sao00001
SAOUHSC_01327	sao00001;sao01000
SAOUHSC_01328	sao00001;sao03011
SAOUHSC_01329	sao00001;sao03011
SAOUHSC_01330	sao00001;sao01000
SAOUHSC_01333	sao00001;sao03400;sao01002;sao01000
SAOUHSC_01337	sao00001;sao01000
SAOUHSC_01338	sao00001
SAOUHSC_01341	sao00001;sao03400
SAOUHSC_01346	sao00001;sao02000
SAOUHSC_01347	sao00001;sao01000
SAOUHSC_01348	sao00001
SAOUHSC_01350	sao01004;sao00001;sao01000
SAOUHSC_01351	sao02048;sao00001;sao03032;sao03036;sao01000
SAOUHSC_01352	sao02048;sao00001;sao03032;sao03036;sao01000
SAOUHSC_01354	sao00001
SAOUHSC_01356	sao00001;sao03000
SAOUHSC_01359	sao00001;sao01504;sao01000
SAOUHSC_01360	sao00001;sao01000
SAOUHSC_01361	sao00001
SAOUHSC_01362	sao00001;sao01000
SAOUHSC_01364	sao00001;sao01000
SAOUHSC_01365	sao00001;sao01002
SAOUHSC_01366	sao00001;sao01000
SAOUHSC_01367	sao00001;sao01000
SAOUHSC_01368	sao00001;sao01000
SAOUHSC_01369	sao00001;sao01000
SAOUHSC_01370	sao00001;sao01000
SAOUHSC_01371	sao00001;sao01000
SAOUHSC_01372	sao00001;sao01000
SAOUHSC_01373	sao00001;sao01011;sao01000
SAOUHSC_01374	sao00001;sao01011;sao01000
SAOUHSC_01377	sao00001;sao02000
SAOUHSC_01378	sao00001;sao02000
SAOUHSC_01379	sao00001;sao02000
SAOUHSC_01380	sao00001;sao02000
SAOUHSC_01384	sao00001
SAOUHSC_01385	sao00001;sao02000;sao01000
SAOUHSC_01386	sao00001;sao02000
SAOUHSC_01387	sao00001;sao02000
SAOUHSC_01389	sao00001;sao02000
SAOUHSC_01391	sao00001
SAOUHSC_01394	sao00001;sao01000
SAOUHSC_01395	sao00001;sao01000
SAOUHSC_01396	sao00001;sao01000
SAOUHSC_01397	sao00001;sao01000
SAOUHSC_01398	sao00001;sao01000
SAOUHSC_01400	sao00001;sao01011;sao01000
SAOUHSC_01401	sao00001;sao01000
SAOUHSC_01403	sao00001
SAOUHSC_01406	sao00001;sao01000
SAOUHSC_01411	sao00001
SAOUHSC_01416	sao00001;sao01000
SAOUHSC_01418	sao00001;sao01000
SAOUHSC_01419	sao00001;sao02022;sao01001;sao01000
SAOUHSC_01420	sao00001;sao02022
SAOUHSC_01424	sao00001;sao01011;sao01000
SAOUHSC_01427	sao00001;sao01002;sao01000
SAOUHSC_01430	sao00001;sao02000
SAOUHSC_01431	sao00001;sao01000
SAOUHSC_01432	sao00001;sao01000
SAOUHSC_01433	sao00001
SAOUHSC_01434	sao00001;sao01000
SAOUHSC_01435	sao00001;sao01000
SAOUHSC_01436	sao00001
SAOUHSC_01440	sao00001;sao02000
SAOUHSC_01443	sao00001;sao03032;sao01000
SAOUHSC_01448	sao00001;sao02000;sao01504
SAOUHSC_01450	sao00001
SAOUHSC_01451	sao00001;sao01000
SAOUHSC_01452	sao00001;sao01000
SAOUHSC_01454	sao00001;sao03032
SAOUHSC_01460	sao00001
SAOUHSC_01466	sao00001;sao03400
SAOUHSC_01467	sao00001;sao01011;sao01003;sao01000
SAOUHSC_01469	sao00001;sao03400;sao01000
SAOUHSC_01470	sao00001
SAOUHSC_01471	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01472	sao00001;sao03400;sao01000
SAOUHSC_01473	sao00001;sao03000;sao01000
SAOUHSC_01474	sao00001;sao03016;sao01000
SAOUHSC_01475	sao00001
SAOUHSC_01477	sao00001
SAOUHSC_01481	sao00001;sao01000
SAOUHSC_01482	sao00001;sao01000
SAOUHSC_01483	sao00001;sao01000
SAOUHSC_01485	sao00001;sao04131;sao01000
SAOUHSC_01486	sao00001;sao01006;sao01000
SAOUHSC_01487	sao00001;sao01000
SAOUHSC_01488	sao00001;sao01006;sao01000
SAOUHSC_01490	sao00001;sao03032;sao03400;sao03036
SAOUHSC_01491	sao00001;sao01000
SAOUHSC_01492	sao00001;sao03009
SAOUHSC_01493	sao00001;sao03011
SAOUHSC_01496	sao00001;sao01000
SAOUHSC_01497	sao00001;sao01000
SAOUHSC_01499	sao00001
SAOUHSC_01502	sao00001;sao03019;sao03400;sao01000
SAOUHSC_01504	sao00001
SAOUHSC_01505	sao00001;sao02000
SAOUHSC_01540	sao02048;sao00001
SAOUHSC_01547	sao00001
SAOUHSC_01552	sao00001;sao03400;sao01000
SAOUHSC_01563	sao00001;sao01000
SAOUHSC_01585	sao00001;sao02022;sao01001;sao01000
SAOUHSC_01586	sao00001;sao02022
SAOUHSC_01587	sao00001;sao01000;sao03009
SAOUHSC_01588	sao00001;sao03036
SAOUHSC_01589	sao00001;sao03036
SAOUHSC_01590	sao00001
SAOUHSC_01591	sao00001;sao03036
SAOUHSC_01592	sao00001;sao03000
SAOUHSC_01593	sao00001;sao01000
SAOUHSC_01596	sao00001
SAOUHSC_01597	sao00001;sao01000
SAOUHSC_01598	sao00001;sao03016;sao01000
SAOUHSC_01599	sao00001;sao04147;sao01000
SAOUHSC_01601	sao00001;sao01000
SAOUHSC_01605	sao00001;sao01000
SAOUHSC_01606	sao00001;sao01002;sao01000
SAOUHSC_01610	sao00001
SAOUHSC_01611	sao00001;sao01000
SAOUHSC_01612	sao00001;sao01000
SAOUHSC_01613	sao00001;sao01000
SAOUHSC_01614	sao00001;sao04147;sao01000
SAOUHSC_01615	sao00001;sao03400
SAOUHSC_01617	sao00001;sao03000
SAOUHSC_01618	sao00001;sao01006;sao01000
SAOUHSC_01619	sao00001;sao03400;sao01000
SAOUHSC_01620	sao00001;sao03400;sao01000
SAOUHSC_01621	sao00001;sao03021;sao03009
SAOUHSC_01623	sao00001;sao01000
SAOUHSC_01624	sao00001
SAOUHSC_01625	sao03012;sao00001
SAOUHSC_01626	sao00001;sao01002;sao01000
SAOUHSC_01629	sao00001;sao01000
SAOUHSC_01632	sao00001;sao01000
SAOUHSC_01633	sao00001;sao01000
SAOUHSC_01634	sao00001;sao01000
SAOUHSC_01635	sao00001;sao01000
SAOUHSC_01639	sao02044;sao00001
SAOUHSC_01640	sao02044;sao00001
SAOUHSC_01641	sao02044;sao00001
SAOUHSC_01643	sao02044;sao00001
SAOUHSC_01644	sao00001;sao01000
SAOUHSC_01646	sao00001;sao01000
SAOUHSC_01650	sao00001;sao01000
SAOUHSC_01651	sao00001;sao03011
SAOUHSC_01652	sao00001;sao01011
SAOUHSC_01653	sao00001;sao01000
SAOUHSC_01655	sao00001;sao03000
SAOUHSC_01656	sao00001;sao02000
SAOUHSC_01657	sao00001;sao02000;sao01000
SAOUHSC_01658	sao00001;sao03400;sao01000
SAOUHSC_01659	sao00001;sao03019;sao01000;sao03009
SAOUHSC_01661	sao00001;sao03016;sao01000
SAOUHSC_01662	sao00001;sao03021
SAOUHSC_01663	sao00001;sao03032;sao01000
SAOUHSC_01664	sao00001;sao01000
SAOUHSC_01665	sao00001;sao03000
SAOUHSC_01666	sao00001;sao03016;sao03029;sao01007;sao01000
SAOUHSC_01667	sao00001;sao03400
SAOUHSC_01668	sao00001;sao03029;sao03009
SAOUHSC_01670	sao00001;sao01000
SAOUHSC_01671	sao00001;sao01000
SAOUHSC_01672	sao00001;sao03009
SAOUHSC_01673	sao00001
SAOUHSC_01678	sao00001;sao03011
SAOUHSC_01679	sao00001;sao03016;sao01000
SAOUHSC_01680	sao00001;sao01000;sao03009
SAOUHSC_01681	sao00001;sao03009
SAOUHSC_01682	sao00001;sao03110;sao03029
SAOUHSC_01683	sao00001;sao03019;sao03110;sao03029;sao04147
SAOUHSC_01684	sao00001;sao03110;sao03029
SAOUHSC_01685	sao00001;sao03000
SAOUHSC_01689	sao00001;sao03011
SAOUHSC_01690	sao00001;sao03032;sao03400;sao01000
SAOUHSC_01691	sao02044;sao00001
SAOUHSC_01692	sao02044;sao00001;sao01000
SAOUHSC_01693	sao02044;sao00001
SAOUHSC_01695	sao00001;sao03009
SAOUHSC_01697	sao00001;sao01000
SAOUHSC_01698	sao00001;sao03009
SAOUHSC_01699	sao00001;sao01000
SAOUHSC_01700	sao00001;sao03009
SAOUHSC_01701	sao00001
SAOUHSC_01702	sao00001;sao01000
SAOUHSC_01705	sao00001;sao02042
SAOUHSC_01708	sao00001;sao01000
SAOUHSC_01709	sao00001;sao01000
SAOUHSC_01710	sao00001
SAOUHSC_01711	sao00001
SAOUHSC_01712	sao00001
SAOUHSC_01714	sao00001;sao03021
SAOUHSC_01715	sao00001;sao01000
SAOUHSC_01716	sao00001;sao01002
SAOUHSC_01717	sao00001;sao01002
SAOUHSC_01720	sao00001;sao03009
SAOUHSC_01722	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01723	sao00001;sao03400;sao01000
SAOUHSC_01727	sao02048;sao00001;sao03016;sao03029;sao01000
SAOUHSC_01734	sao00001
SAOUHSC_01735	sao00001;sao03016
SAOUHSC_01737	sao00001;sao03016;sao03029;sao01007;sao01000
SAOUHSC_01738	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01739	sao00001;sao01011;sao03036;sao01000
SAOUHSC_01741	sao00001;sao03016;sao01000
SAOUHSC_01742	sao00001;sao01000;sao03009
SAOUHSC_01743	sao00001;sao04147;sao01000
SAOUHSC_01744	sao00001;sao03400
SAOUHSC_01746	sao02044;sao00001
SAOUHSC_01747	sao02044;sao00001
SAOUHSC_01748	sao00001;sao03016;sao01000
SAOUHSC_01749	sao00001;sao03016;sao01000
SAOUHSC_01750	sao00001;sao03400;sao01000
SAOUHSC_01751	sao00001;sao03400
SAOUHSC_01752	sao00001;sao01000
SAOUHSC_01753	sao00001;sao03009
SAOUHSC_01755	sao00001;sao03011
SAOUHSC_01756	sao00001
SAOUHSC_01757	sao00001;sao03011
SAOUHSC_01758	sao00001;sao03036
SAOUHSC_01759	sao00001;sao03036
SAOUHSC_01763	sao00001
SAOUHSC_01764	sao02044;sao00001;sao01000
SAOUHSC_01766	sao00001;sao01000
SAOUHSC_01767	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01768	sao00001;sao03400;sao01000
SAOUHSC_01769	sao00001
SAOUHSC_01771	sao00001;sao01007;sao01000
SAOUHSC_01772	sao00001;sao04147;sao01000
SAOUHSC_01773	sao00001;sao01000
SAOUHSC_01774	sao00001;sao01000
SAOUHSC_01775	sao00001
SAOUHSC_01776	sao00001;sao01000
SAOUHSC_01777	sao00001;sao03036
SAOUHSC_01778	sao00001;sao03110
SAOUHSC_01779	sao00001
SAOUHSC_01784	sao00001;sao03011
SAOUHSC_01785	sao00001;sao03011
SAOUHSC_01786	sao03012;sao00001;sao03029
SAOUHSC_01787	sao00001;sao02000
SAOUHSC_01788	sao00001;sao03016;sao01007;sao01000
SAOUHSC_01791	sao00001;sao03032
SAOUHSC_01792	sao00001;sao03032
SAOUHSC_01793	sao00001;sao03000
SAOUHSC_01794	sao00001;sao01000
SAOUHSC_01795	sao00001;sao01000
SAOUHSC_01796	sao00001;sao03400;sao01000
SAOUHSC_01797	sao00001;sao03032;sao03400;sao01000
SAOUHSC_01799	sao00001;sao02022;sao01001;sao01000
SAOUHSC_01800	sao00001;sao02022
SAOUHSC_01801	sao00001;sao01000
SAOUHSC_01802	sao00001;sao01000
SAOUHSC_01803	sao00001;sao02000
SAOUHSC_01806	sao00001;sao04131;sao04147;sao01000
SAOUHSC_01807	sao01009;sao00001;sao03019;sao01000
SAOUHSC_01808	sao00001;sao01000
SAOUHSC_01809	sao00001;sao01000
SAOUHSC_01810	sao00001;sao01000
SAOUHSC_01811	sao00001;sao03032;sao03400;sao01000
SAOUHSC_01812	sao00001;sao03400;sao01000
SAOUHSC_01818	sao00001;sao01000
SAOUHSC_01820	sao00001;sao01000
SAOUHSC_01821	sao02048;sao00001;sao01000
SAOUHSC_01822	sao00001;sao01000
SAOUHSC_01823	sao00001
SAOUHSC_01824	sao00001;sao03016;sao01000
SAOUHSC_01825	sao02048;sao00001;sao03016;sao03029;sao01000
SAOUHSC_01827	sao00001;sao03036
SAOUHSC_01828	sao00001;sao01000
SAOUHSC_01829	sao00001;sao03011
SAOUHSC_01830	sao00001;sao01000
SAOUHSC_01833	sao00001;sao04147;sao01000
SAOUHSC_01836	sao00001;sao02000;sao01000
SAOUHSC_01837	sao01004;sao00001;sao01000
SAOUHSC_01838	sao00001;sao03110;sao01002;sao01000
SAOUHSC_01839	sao00001;sao03016;sao03029;sao01007;sao01000
SAOUHSC_01840	sao00001;sao01011;sao01003;sao01000
SAOUHSC_01843	sao00001;sao02000
SAOUHSC_01845	sao00001;sao01000
SAOUHSC_01846	sao01004;sao00001;sao01000
SAOUHSC_01847	sao00001
SAOUHSC_01849	sao00001
SAOUHSC_01850	sao00001;sao03000
SAOUHSC_01852	sao00001;sao01000
SAOUHSC_01856	sao00001;sao01011;sao01000
SAOUHSC_01857	sao00001;sao03036
SAOUHSC_01858	sao00001
SAOUHSC_01861	sao00001;sao01002;sao01000
SAOUHSC_01865	sao00001;sao03016;sao01000
SAOUHSC_01867	sao00001;sao01007;sao01000
SAOUHSC_01868	sao00001;sao01002;sao01000
SAOUHSC_01870	sao00001;sao01000;sao03009
SAOUHSC_01875	sao00001;sao03016;sao03029;sao01007;sao01000
SAOUHSC_01877	sao00001
SAOUHSC_01879	sao00001;sao03000
SAOUHSC_01882	sao00001;sao01000
SAOUHSC_01884	sao00001;sao01000
SAOUHSC_01886	sao00001;sao01000
SAOUHSC_01887	sao00001;sao01000
SAOUHSC_01888	sao00001;sao01000
SAOUHSC_01889	sao00001;sao01000
SAOUHSC_01891	sao00001;sao03000
SAOUHSC_01893	sao00001;sao02000
SAOUHSC_01894	sao00001;sao01000
SAOUHSC_01900	sao00001;sao01002
SAOUHSC_01901	sao00001;sao01000
SAOUHSC_01903	sao00001;sao02000
SAOUHSC_01904	sao00001;sao02000
SAOUHSC_01909	sao00001;sao01000
SAOUHSC_01910	sao00001;sao01000
SAOUHSC_01911	sao00001
SAOUHSC_01913	sao00001;sao03400;sao01000
SAOUHSC_01914	sao00001
SAOUHSC_01915	sao00001;sao01000
SAOUHSC_01916	sao00001;sao01000
SAOUHSC_01928	sao00001
SAOUHSC_01932	sao02048;sao00001;sao01000
SAOUHSC_01933	sao02048;sao00001;sao01000
SAOUHSC_01935	sao00001;sao01002;sao01000
SAOUHSC_01936	sao00001;sao01002;sao01000
SAOUHSC_01938	sao00001;sao01002;sao01000
SAOUHSC_01942	sao00001;sao01002;sao01000
SAOUHSC_01945	sao00001;sao02000
SAOUHSC_01947	sao00001;sao02000
SAOUHSC_01948	sao00001;sao02000
SAOUHSC_01949	sao00001;sao01002
SAOUHSC_01951	sao00001;sao01000
SAOUHSC_01952	sao00001;sao01000
SAOUHSC_01953	sao00001;sao02000
SAOUHSC_01954	sao00001;sao02000;sao02042
SAOUHSC_01955	sao00001;sao02000;sao02042
SAOUHSC_01958	sao00001
SAOUHSC_01960	sao00001;sao01000
SAOUHSC_01961	sao00001;sao01000
SAOUHSC_01962	sao00001;sao01000
SAOUHSC_01966	sao00001;sao02000
SAOUHSC_01967	sao00001;sao02000
SAOUHSC_01968	sao00001;sao03016;sao04147
SAOUHSC_01972	sao00001;sao03110;sao01000
SAOUHSC_01973	sao00001;sao03019
SAOUHSC_01980	sao00001;sao02022
SAOUHSC_01981	sao00001;sao02022;sao01001;sao01000
SAOUHSC_01982	sao00001;sao01000;sao03009
SAOUHSC_01983	sao00001;sao01000
SAOUHSC_01988	sao00001;sao03016;sao01000
SAOUHSC_01989	sao00001;sao03016;sao01000
SAOUHSC_01990	sao00001;sao02000;sao01000
SAOUHSC_01991	sao00001;sao02000
SAOUHSC_01992	sao00001
SAOUHSC_01997	sao00001;sao03000
SAOUHSC_01999	sao00001;sao01000
SAOUHSC_02000	sao00001;sao01007;sao01000
SAOUHSC_02003	sao00001;sao02000
SAOUHSC_02004	sao00001
SAOUHSC_02005	sao00001;sao03400;sao01000
SAOUHSC_02006	sao00001
SAOUHSC_02008	sao00001;sao02000
SAOUHSC_02009	sao00001;sao02000;sao01000
