Gene_ID	Pathway_ID
SAOUHSC_02011	sao00001;sao03400
SAOUHSC_02012	sao00001;sao01011;sao01003;sao01000
SAOUHSC_02013	sao00001;sao01002;sao01000
SAOUHSC_02019	sao00001;sao01000
SAOUHSC_02023	sao00001;sao01000
SAOUHSC_02049	sao00001
SAOUHSC_02050	sao00001
SAOUHSC_02057	sao00001;sao03400;sao01000
SAOUHSC_02092	sao00001;sao01002
SAOUHSC_02095	sao00001;sao01000
SAOUHSC_02097	sao00001
SAOUHSC_02098	sao00001;sao02022
SAOUHSC_02099	sao00001;sao02022;sao01001;sao01000
SAOUHSC_02102	sao00001;sao01002;sao01000
SAOUHSC_02106	sao00001;sao01000
SAOUHSC_02107	sao00001;sao01000
SAOUHSC_02108	sao00001;sao01000
SAOUHSC_02110	sao00001;sao03032;sao03400;sao01000
SAOUHSC_02111	sao00001;sao03400;sao01000
SAOUHSC_02113	sao00001;sao01000;sao03009
SAOUHSC_02114	sao00001;sao01000
SAOUHSC_02116	sao00001;sao03029;sao01000
SAOUHSC_02117	sao00001;sao03029;sao01000
SAOUHSC_02118	sao00001;sao03029;sao01000
SAOUHSC_02119	sao00001;sao02000
SAOUHSC_02122	sao00001;sao03032;sao03400;sao01000
SAOUHSC_02123	sao00001;sao03400;sao01000
SAOUHSC_02124	sao00001
SAOUHSC_02126	sao00001;sao01000
SAOUHSC_02127	sao00001;sao01002;sao01000
SAOUHSC_02132	sao00001;sao01000
SAOUHSC_02133	sao00001;sao01000
SAOUHSC_02134	sao00001;sao01000
SAOUHSC_02135	sao00001;sao01000
SAOUHSC_02137	sao00001;sao02000
SAOUHSC_02140	sao00001;sao01000
SAOUHSC_02142	sao00001;sao01000
SAOUHSC_02143	sao00001;sao01000
SAOUHSC_02151	sao00001;sao02000
SAOUHSC_02152	sao00001;sao02000
SAOUHSC_02154	sao00001;sao02000
SAOUHSC_02161	sao00001
SAOUHSC_02167	sao00001
SAOUHSC_02169	sao00001
SAOUHSC_02171	sao00001
SAOUHSC_02193	sao00001;sao01002
SAOUHSC_02198	sao02048;sao00001
SAOUHSC_02216	sao00001;sao03032
SAOUHSC_02241	sao00001;sao02000;sao02042
SAOUHSC_02243	sao00001;sao02000;sao02042
SAOUHSC_02244	sao00001;sao01002;sao01000
SAOUHSC_02246	sao00001;sao02000
SAOUHSC_02247	sao00001;sao02000
SAOUHSC_02250	sao00001
SAOUHSC_02254	sao00001;sao03019;sao03110;sao03029;sao04147;sao01000
SAOUHSC_02255	sao00001;sao03110;sao03029
SAOUHSC_02256	sao00001;sao01002
SAOUHSC_02258	sao00001
SAOUHSC_02259	sao00001;sao01000
SAOUHSC_02260	sao00001;sao02042
SAOUHSC_02261	sao00001;sao01002
SAOUHSC_02262	sao00001
SAOUHSC_02264	sao00001;sao02022;sao01001;sao01000
SAOUHSC_02265	sao00001;sao02022
SAOUHSC_02267	sao00001;sao01000
SAOUHSC_02268	sao00001;sao01000
SAOUHSC_02269	sao00001;sao03000
SAOUHSC_02270	sao00001;sao02000
SAOUHSC_02272	sao00001
SAOUHSC_02273	sao00001;sao03000
SAOUHSC_02274	sao03012;sao00001
SAOUHSC_02277	sao00001;sao03016;sao01000
SAOUHSC_02278	sao00001;sao01000;sao03009
SAOUHSC_02279	sao00001;sao03016
SAOUHSC_02280	sao00001;sao03016
SAOUHSC_02281	sao00001;sao01000
SAOUHSC_02282	sao00001;sao01000
SAOUHSC_02283	sao00001;sao01000
SAOUHSC_02284	sao00001;sao01000
SAOUHSC_02285	sao00001;sao01000
SAOUHSC_02286	sao00001;sao01000
SAOUHSC_02287	sao00001;sao01000
SAOUHSC_02288	sao00001;sao01000
SAOUHSC_02289	sao00001;sao01000
SAOUHSC_02296	sao00001
SAOUHSC_02297	sao00001
SAOUHSC_02298	sao00001;sao03021
SAOUHSC_02299	sao00001;sao03021;sao01001;sao01000
SAOUHSC_02300	sao00001;sao03021
SAOUHSC_02303	sao02048;sao00001
SAOUHSC_02304	sao02048;sao00001;sao03000
SAOUHSC_02305	sao00001;sao01011;sao01000
SAOUHSC_02306	sao00001;sao01000
SAOUHSC_02307	sao00001
SAOUHSC_02308	sao00001
SAOUHSC_02310	sao00001
SAOUHSC_02311	sao00001;sao01000
SAOUHSC_02312	sao00001
SAOUHSC_02313	sao00001
SAOUHSC_02314	sao00001;sao02022;sao01001;sao01000
SAOUHSC_02315	sao00001;sao02022
SAOUHSC_02316	sao00001;sao03019;sao01000;sao03009
SAOUHSC_02317	sao00001;sao01000
SAOUHSC_02318	sao00001;sao01011;sao01000
SAOUHSC_02319	sao00001;sao01011;sao01003;sao03036;sao01000
SAOUHSC_02322	sao00001;sao03000
SAOUHSC_02323	sao00001
SAOUHSC_02324	sao00001
SAOUHSC_02327	sao02044;sao00001;sao03029
SAOUHSC_02328	sao00001;sao01000
SAOUHSC_02329	sao00001;sao01000
SAOUHSC_02330	sao00001;sao01000
SAOUHSC_02331	sao00001;sao03000;sao01000
SAOUHSC_02334	sao00001;sao03032;sao03029;sao03400
SAOUHSC_02336	sao01004;sao00001;sao01000
SAOUHSC_02337	sao00001;sao01011;sao01000
SAOUHSC_02340	sao00194;sao00001
SAOUHSC_02341	sao00194;sao00001;sao01000
SAOUHSC_02343	sao00194;sao00001
SAOUHSC_02345	sao00194;sao00001;sao01000
SAOUHSC_02346	sao00194;sao00001
SAOUHSC_02347	sao00194;sao00001
SAOUHSC_02349	sao00194;sao00001
SAOUHSC_02350	sao00194;sao00001;sao03110
SAOUHSC_02351	sao00194;sao00001
SAOUHSC_02352	sao00001;sao01000
SAOUHSC_02353	sao00001;sao01000
SAOUHSC_02354	sao00001;sao01000
SAOUHSC_02356	sao00001;sao01000
SAOUHSC_02357	sao00001;sao03016;sao01000;sao03009
SAOUHSC_02358	sao03012;sao00001;sao01000
SAOUHSC_02359	sao03012;sao00001
SAOUHSC_02360	sao00001;sao01000
SAOUHSC_02361	sao00001;sao03011
SAOUHSC_02362	sao00001;sao03019;sao03021
SAOUHSC_02363	sao00001;sao01000
SAOUHSC_02365	sao00001;sao01011;sao01000
SAOUHSC_02366	sao00001;sao01000
SAOUHSC_02368	sao00001;sao01000
SAOUHSC_02369	sao00001;sao03400;sao03021
SAOUHSC_02371	sao00001;sao01000
SAOUHSC_02373	sao00001
SAOUHSC_02375	sao00001;sao01000
SAOUHSC_02377	sao00001;sao01000
SAOUHSC_02379	sao00001;sao01000
SAOUHSC_02380	sao00001;sao01000
SAOUHSC_02381	sao00001;sao03036
SAOUHSC_02385	sao00001;sao01000
SAOUHSC_02388	sao00001;sao03000
SAOUHSC_02389	sao00001;sao02000
SAOUHSC_02397	sao00001;sao02000
SAOUHSC_02399	sao00001;sao01002;sao01000
SAOUHSC_02400	sao00001;sao02000;sao01000
SAOUHSC_02401	sao00001;sao03000
SAOUHSC_02402	sao00001;sao02000;sao01000
SAOUHSC_02403	sao00001;sao01000
SAOUHSC_02404	sao00001;sao04131
SAOUHSC_02405	sao00001;sao01000
SAOUHSC_02407	sao00001;sao01000
SAOUHSC_02409	sao00001;sao01000
SAOUHSC_02418	sao00001;sao02000
SAOUHSC_02420	sao00001;sao02000
SAOUHSC_02422	sao00001;sao02042
SAOUHSC_02423	sao00001
SAOUHSC_02424	sao00001
SAOUHSC_02427	sao00001;sao02000
SAOUHSC_02428	sao00001;sao02000
SAOUHSC_02430	sao00001;sao02000
SAOUHSC_02433	sao00001;sao01000
SAOUHSC_02434	sao00001;sao01000
SAOUHSC_02435	sao00001;sao02000
SAOUHSC_02436	sao00001;sao01000
SAOUHSC_02444	sao00001;sao02000
SAOUHSC_02447	sao00001;sao01000
SAOUHSC_02449	sao00001;sao01000
SAOUHSC_02450	sao00001;sao02000;sao01000
SAOUHSC_02451	sao00001;sao02000;sao01000
SAOUHSC_02452	sao00001;sao01000
SAOUHSC_02453	sao00001;sao01000
SAOUHSC_02454	sao00001;sao01000
SAOUHSC_02455	sao00001;sao01000
SAOUHSC_02456	sao00001;sao03000
SAOUHSC_02457	sao00001;sao01000
SAOUHSC_02460	sao00001;sao01000
SAOUHSC_02461	sao00001;sao03000
SAOUHSC_02463	sao00001;sao01000
SAOUHSC_02467	sao00001;sao01000
SAOUHSC_02468	sao00001;sao01000
SAOUHSC_02477	sao00001;sao03011
SAOUHSC_02478	sao00001;sao03011
SAOUHSC_02480	sao00001;sao03016;sao01000
SAOUHSC_02481	sao00001;sao02000
SAOUHSC_02482	sao00001;sao02000
SAOUHSC_02483	sao00001;sao02000
SAOUHSC_02484	sao00001;sao03011
SAOUHSC_02485	sao00001;sao03400;sao03021;sao01000
SAOUHSC_02486	sao00001;sao03011
SAOUHSC_02487	sao00001;sao03011
SAOUHSC_02488	sao00001;sao03011
SAOUHSC_02489	sao03012;sao00001
SAOUHSC_02490	sao00001;sao04147;sao01000
SAOUHSC_02491	sao02044;sao00001
SAOUHSC_02492	sao00001;sao03011
SAOUHSC_02493	sao00001;sao03011
SAOUHSC_02494	sao00001;sao03011
SAOUHSC_02495	sao00001;sao03011
SAOUHSC_02496	sao00001;sao03011
SAOUHSC_02498	sao00001;sao03011
SAOUHSC_02499	sao00001;sao03011
SAOUHSC_02500	sao00001;sao03011
SAOUHSC_02501	sao00001;sao03011
SAOUHSC_02502	sao00001;sao03011
SAOUHSC_02503	sao00001;sao03011
SAOUHSC_02504	sao00001;sao03011
SAOUHSC_02505	sao00001;sao03011
SAOUHSC_02506	sao00001;sao03011
SAOUHSC_02507	sao00001;sao03011
SAOUHSC_02508	sao00001;sao03011
SAOUHSC_02509	sao00001;sao03011
SAOUHSC_02510	sao00001;sao03011
SAOUHSC_02511	sao00001;sao03011
SAOUHSC_02512	sao00001;sao03011
SAOUHSC_02512a	sao00001;sao03011
SAOUHSC_02516	sao00001;sao02000
SAOUHSC_02517	sao00001;sao03032;sao01000
SAOUHSC_02520	sao00001;sao02000
SAOUHSC_02522	sao00001;sao02000
SAOUHSC_02525	sao00001
SAOUHSC_02527	sao00001;sao01011;sao01000
SAOUHSC_02536	sao00001;sao01000
SAOUHSC_02537	sao00001;sao01000
SAOUHSC_02538	sao00001
SAOUHSC_02540	sao00001;sao01000
SAOUHSC_02541	sao00001
SAOUHSC_02542	sao00001;sao01000
SAOUHSC_02543	sao00001;sao01000
SAOUHSC_02544	sao00001;sao01000
SAOUHSC_02545	sao00001;sao01000
SAOUHSC_02546	sao00001;sao02000;sao01000
SAOUHSC_02547	sao00001;sao02000
SAOUHSC_02549	sao00001;sao02000
SAOUHSC_02550	sao00001
SAOUHSC_02552	sao00001;sao02000
SAOUHSC_02554	sao00001;sao02000
SAOUHSC_02557	sao00001;sao02000
SAOUHSC_02558	sao00001;sao01000
SAOUHSC_02559	sao00001;sao01000
SAOUHSC_02561	sao00001;sao01000
SAOUHSC_02562	sao00001
SAOUHSC_02563	sao00001
SAOUHSC_02564	sao00001
SAOUHSC_02565	sao00001
SAOUHSC_02573	sao00001;sao02000
SAOUHSC_02574	sao00001;sao01000
SAOUHSC_02575	sao00001
SAOUHSC_02582	sao00001;sao01000
SAOUHSC_02583	sao00001
SAOUHSC_02584	sao00001;sao01000
SAOUHSC_02587	sao00001;sao01002
SAOUHSC_02590	sao00001
SAOUHSC_02595	sao00001
SAOUHSC_02597	sao00001;sao02000;sao01000
SAOUHSC_02599	sao00001;sao03000
SAOUHSC_02606	sao00001;sao01000
SAOUHSC_02607	sao00001;sao01000
SAOUHSC_02609	sao00001
SAOUHSC_02610	sao00001;sao01000
SAOUHSC_02612	sao00001;sao01000
SAOUHSC_02614	sao00001;sao01000
SAOUHSC_02615	sao00001;sao02000
SAOUHSC_02618	sao00001;sao02000
SAOUHSC_02619	sao00001;sao02000
SAOUHSC_02621	sao00001;sao03400;sao01000
SAOUHSC_02622	sao00001;sao02000
SAOUHSC_02623	sao00001;sao01000
SAOUHSC_02624	sao00001;sao02000
SAOUHSC_02625	sao00001
SAOUHSC_02629	sao00001;sao02000
SAOUHSC_02630	sao00001;sao02000
SAOUHSC_02635	sao00001
SAOUHSC_02640	sao00001;sao02000
SAOUHSC_02641	sao00001;sao02000
SAOUHSC_02643	sao00001;sao02022
SAOUHSC_02644	sao00001;sao02022;sao01001;sao01000
SAOUHSC_02647	sao00001;sao01000
SAOUHSC_02648	sao00001;sao02000
SAOUHSC_02651	sao00001;sao01000
SAOUHSC_02652	sao00001
SAOUHSC_02654	sao00001;sao01000
SAOUHSC_02660	sao00001;sao02000
SAOUHSC_02661	sao00001;sao02000;sao01000
SAOUHSC_02667	sao00001;sao02000
SAOUHSC_02669	sao00001;sao03000
SAOUHSC_02671	sao00001;sao02000
SAOUHSC_02675	sao00001;sao02022
SAOUHSC_02676	sao00001;sao02022;sao01001;sao01000
SAOUHSC_02677	sao00001
SAOUHSC_02678	sao00001;sao02000;sao01000
SAOUHSC_02679	sao00001
SAOUHSC_02680	sao00001;sao02000;sao01000
SAOUHSC_02681	sao00001;sao02000;sao01000
SAOUHSC_02682	sao00001;sao01000
SAOUHSC_02683	sao00001;sao01000
SAOUHSC_02684	sao00001;sao01000
SAOUHSC_02686	sao00001
SAOUHSC_02690	sao00001;sao02000
SAOUHSC_02691	sao02048;sao00001
SAOUHSC_02692	sao02048;sao00001
SAOUHSC_02697	sao00001;sao02000;sao01000
SAOUHSC_02698	sao00001;sao02000
SAOUHSC_02699	sao02035;sao00001;sao02000
SAOUHSC_02700	sao00001;sao02000
SAOUHSC_02703	sao00001;sao04131;sao04147;sao01000
SAOUHSC_02706	sao00001
SAOUHSC_02708	sao00001;sao02000;sao02042
SAOUHSC_02709	sao00001;sao02000;sao02042
SAOUHSC_02710	sao00001;sao02000;sao02042
SAOUHSC_02712	sao00001;sao01000
SAOUHSC_02713	sao00001;sao01007;sao01000
SAOUHSC_02714	sao00001;sao01000
SAOUHSC_02715	sao00001;sao01007;sao01000
SAOUHSC_02716	sao00001;sao01000
SAOUHSC_02718	sao00001;sao02000
SAOUHSC_02719	sao00001;sao02000
SAOUHSC_02723	sao00001;sao01000
SAOUHSC_02729	sao00001;sao02000
SAOUHSC_02731	sao00001;sao02000
SAOUHSC_02739	sao00001;sao01000
SAOUHSC_02740	sao00001;sao02000;sao01504
SAOUHSC_02741	sao00001;sao02000
SAOUHSC_02742	sao00001;sao02000
SAOUHSC_02743	sao00001;sao02000
SAOUHSC_02744	sao00001;sao02000;sao01000
SAOUHSC_02751	sao00001
SAOUHSC_02752	sao00001;sao02000
SAOUHSC_02753	sao00001;sao02000
SAOUHSC_02754	sao00001;sao02000
SAOUHSC_02756	sao02048;sao00001
SAOUHSC_02757	sao02048;sao00001
SAOUHSC_02761	sao00001
SAOUHSC_02763	sao00001;sao02000;sao01000
SAOUHSC_02764	sao00001;sao02000;sao01000
SAOUHSC_02765	sao00001;sao02000
SAOUHSC_02766	sao00001;sao02000
SAOUHSC_02767	sao00001;sao02000
SAOUHSC_02768	sao00001;sao01000
SAOUHSC_02769	sao00001;sao01000
SAOUHSC_02770	sao00001;sao01000
SAOUHSC_02773	sao00001
SAOUHSC_02791	sao00001;sao03400;sao01000
SAOUHSC_02793	sao00001;sao01000
SAOUHSC_02798	sao00001
SAOUHSC_02801	sao00001;sao01000
SAOUHSC_02802	sao00001
SAOUHSC_02803	sao00001
SAOUHSC_02806	sao00001;sao02000
SAOUHSC_02808	sao00001;sao01000
SAOUHSC_02809	sao00001;sao03000
SAOUHSC_02811	sao00001;sao01000
SAOUHSC_02815	sao00001;sao02000
SAOUHSC_02818	sao00001;sao02000
SAOUHSC_02820	sao00001;sao02000
SAOUHSC_02821	sao00001;sao02000
SAOUHSC_02822	sao00001;sao01000
SAOUHSC_02824	sao00001
SAOUHSC_02825	sao00001
SAOUHSC_02826	sao00001;sao03000
SAOUHSC_02827	sao00001
SAOUHSC_02828	sao00001;sao01000
SAOUHSC_02830	sao00001;sao01000
SAOUHSC_02832	sao00001;sao02000
SAOUHSC_02833	sao00001;sao02000
SAOUHSC_02834	sao00001;sao01002;sao01011;sao01000
SAOUHSC_02836	sao00001
SAOUHSC_02839	sao00001;sao01000
SAOUHSC_02840	sao00001;sao01000
SAOUHSC_02846	sao00001
SAOUHSC_02848	sao00001;sao02000;sao01000
SAOUHSC_02849	sao00001;sao01000
SAOUHSC_02851	sao00001;sao02000
SAOUHSC_02859	sao00001;sao01000
SAOUHSC_02860	sao00001;sao01000
SAOUHSC_02861	sao00001;sao03400;sao01000
SAOUHSC_02862	sao00001;sao03110
SAOUHSC_02864	sao00001;sao02000
SAOUHSC_02865	sao00001;sao02000
SAOUHSC_02866	sao00001
SAOUHSC_02869	sao00001;sao01000
SAOUHSC_02873	sao01000
SAOUHSC_02875	sao00001;sao01000
SAOUHSC_02877	sao00001;sao01000
SAOUHSC_02879	sao00001;sao01006;sao01000
SAOUHSC_02880	sao00001
SAOUHSC_02881	sao00001;sao01000
SAOUHSC_02882	sao00001
SAOUHSC_02888	sao00001
SAOUHSC_02894	sao00001
SAOUHSC_02899	sao00001
SAOUHSC_02909	sao00001;sao01000
SAOUHSC_02911	sao00001;sao03016;sao01000
SAOUHSC_02912	sao00001
SAOUHSC_02915	sao00001
SAOUHSC_02916	sao00001;sao01000
SAOUHSC_02918	sao00001;sao01000
SAOUHSC_02919	sao00001;sao01000
SAOUHSC_02920	sao00001;sao01000
SAOUHSC_02921	sao00001;sao01000
SAOUHSC_02922	sao00001;sao04147;sao01000
SAOUHSC_02923	sao00001
SAOUHSC_02924	sao00001;sao01007;sao01000
SAOUHSC_02926	sao00001;sao04131;sao04147;sao03036;sao01000
SAOUHSC_02927	sao00001;sao01000
SAOUHSC_02929	sao01004;sao00001;sao01000
SAOUHSC_02932	sao00001;sao01000
SAOUHSC_02933	sao00001;sao01000
SAOUHSC_02935	sao00001;sao03000
SAOUHSC_02937	sao00001
SAOUHSC_02941	sao00001;sao01000
SAOUHSC_02942	sao00001;sao01000
SAOUHSC_02943	sao00001
SAOUHSC_02945	sao00001;sao01000
SAOUHSC_02947	sao00001;sao01000
SAOUHSC_02949	sao00001;sao01000
SAOUHSC_02953	sao00001;sao02000
SAOUHSC_02954	sao00001;sao02000
SAOUHSC_02955	sao00001;sao02022;sao01001;sao01000
SAOUHSC_02956	sao00001;sao02022
SAOUHSC_02958	sao00537;sao00001;sao04147;sao01000
SAOUHSC_02962	sao00001
SAOUHSC_02963	sao00001
SAOUHSC_02964	sao00001;sao03000
SAOUHSC_02965	sao00001;sao01000
SAOUHSC_02967	sao00001;sao02000
SAOUHSC_02968	sao00001;sao01000
SAOUHSC_02969	sao00001;sao01000
SAOUHSC_02971	sao00001;sao01002;sao01000
SAOUHSC_02974	sao00001;sao03000
SAOUHSC_02975	sao00001;sao02000;sao01000
SAOUHSC_02976	sao00001;sao01000
SAOUHSC_02978	sao00001
SAOUHSC_02985	sao02044;sao00001;sao01000
SAOUHSC_02986	sao02044;sao00001
SAOUHSC_02987	sao02044;sao00001
SAOUHSC_02988	sao02044;sao00001
SAOUHSC_02989	sao02044;sao00001
SAOUHSC_02996	sao00001;sao01000
SAOUHSC_02998	sao00001;sao01000
SAOUHSC_02999	sao00001;sao02000;sao01001;sao01000
SAOUHSC_03000	sao00001;sao02000
SAOUHSC_03001	sao00001;sao03000
SAOUHSC_03002	sao00001;sao01003
SAOUHSC_03003	sao00001
SAOUHSC_03004	sao00001
SAOUHSC_03005	sao00001
SAOUHSC_03006	sao00001;sao01000
SAOUHSC_03008	sao00001;sao01000
SAOUHSC_03009	sao00001;sao01000
SAOUHSC_03010	sao00001;sao01000
SAOUHSC_03011	sao00001;sao01000
SAOUHSC_03012	sao00001;sao01007;sao01000
SAOUHSC_03013	sao00001;sao01000
SAOUHSC_03014	sao00001;sao01000
SAOUHSC_03018	sao00001;sao02000
SAOUHSC_03019	sao00001;sao02000
SAOUHSC_03020	sao00001;sao02000
SAOUHSC_03023	sao00001
SAOUHSC_03024	sao00001
SAOUHSC_03025	sao00001;sao01002;sao01000
SAOUHSC_03027	sao00001;sao03000
SAOUHSC_03030	sao00001
SAOUHSC_03031	sao00001;sao02000
SAOUHSC_03033	sao00001;sao02000
SAOUHSC_03036	sao00001;sao02000
SAOUHSC_03037	sao00001;sao02000
SAOUHSC_03040	sao00001
SAOUHSC_03045	sao00001
SAOUHSC_03049	sao00001;sao03000;sao04812;sao03036
SAOUHSC_03051	sao00001;sao03036;sao01000;sao03009
SAOUHSC_03052	sao00001;sao03016;sao03036
SAOUHSC_03053	sao00001;sao03016
SAOUHSC_03054	sao00001;sao03016;sao01000
SAOUHSC_03055	sao00001;sao03011
SAOUHSC_1342a	sao00001;sao02000
SAOUHSC_R0001	sao00001;sao03011;sao03100
SAOUHSC_R00010	sao00001;sao03011;sao03100
SAOUHSC_R00011	sao00001;sao03011;sao03100
SAOUHSC_R00012	sao00001;sao03011;sao03100
SAOUHSC_R00013	sao00001;sao03011;sao03100
SAOUHSC_R00014	sao00001;sao03011;sao03100
SAOUHSC_R00015	sao00001;sao03011;sao03100
SAOUHSC_R00016	sao00001;sao03011;sao03100
SAOUHSC_R0002	sao00001;sao03011;sao03100
SAOUHSC_R0003	sao00001;sao03011;sao03100
SAOUHSC_R0004	sao00001;sao03011;sao03100
SAOUHSC_R0005	sao00001;sao03011;sao03100
SAOUHSC_R0006	sao00001;sao03011;sao03100
SAOUHSC_R0007	sao00001;sao03011;sao03100
SAOUHSC_R0008	sao00001;sao03011;sao03100
SAOUHSC_R0009	sao00001;sao03011;sao03100
SAOUHSC_T0001	sao00001;sao03100
SAOUHSC_T00010	sao00001;sao03100
SAOUHSC_T00011	sao00001;sao03100
SAOUHSC_T00012	sao00001;sao03100
SAOUHSC_T00013	sao00001;sao03100
SAOUHSC_T00014	sao00001;sao03100
SAOUHSC_T00015	sao00001;sao03100
SAOUHSC_T00016	sao00001;sao03100
SAOUHSC_T00017	sao00001;sao03100
SAOUHSC_T00018	sao00001;sao03100
SAOUHSC_T00019	sao00001;sao03100
SAOUHSC_T0002	sao00001;sao03100
SAOUHSC_T00020	sao00001;sao03100
SAOUHSC_T00021	sao00001;sao03100
SAOUHSC_T00022	sao00001;sao03100
SAOUHSC_T00023	sao00001;sao03100
SAOUHSC_T00024	sao00001;sao03100
SAOUHSC_T00025	sao00001;sao03100
SAOUHSC_T00026	sao00001;sao03100
SAOUHSC_T00027	sao00001;sao03100
SAOUHSC_T00028	sao00001;sao03100
SAOUHSC_T00029	sao00001;sao03100
SAOUHSC_T0003	sao00001;sao03100
SAOUHSC_T00030	sao00001;sao03100
SAOUHSC_T00031	sao00001;sao03100
SAOUHSC_T00032	sao00001;sao03100
SAOUHSC_T00033	sao00001;sao03100
SAOUHSC_T00034	sao00001;sao03100
SAOUHSC_T00035	sao00001;sao03100
SAOUHSC_T00036	sao00001;sao03100
SAOUHSC_T00037	sao00001;sao03100
SAOUHSC_T00038	sao00001;sao03100
SAOUHSC_T00039	sao00001;sao03100
SAOUHSC_T0004	sao00001;sao03100
SAOUHSC_T00040	sao00001;sao03100
SAOUHSC_T00041	sao00001;sao03100
SAOUHSC_T00042	sao00001;sao03100
SAOUHSC_T00043	sao00001;sao03100
SAOUHSC_T00044	sao00001;sao03100
SAOUHSC_T00045	sao00001;sao03100
SAOUHSC_T00046	sao00001;sao03100
SAOUHSC_T00047	sao00001;sao03100
SAOUHSC_T00048	sao00001;sao03100
SAOUHSC_T00049	sao00001;sao03100
SAOUHSC_T0005	sao00001;sao03100
SAOUHSC_T00050	sao00001;sao03100
SAOUHSC_T00051	sao00001;sao03100
SAOUHSC_T00052	sao00001;sao03100
SAOUHSC_T00053	sao00001;sao03100
SAOUHSC_T00054	sao00001;sao03100
SAOUHSC_T00055	sao00001;sao03100
SAOUHSC_T00056	sao00001;sao03100
SAOUHSC_T00057	sao00001;sao03100
SAOUHSC_T00058	sao00001;sao03100
SAOUHSC_T00059	sao00001;sao03100
SAOUHSC_T0006	sao00001;sao03100
SAOUHSC_T00060	sao00001;sao03100
SAOUHSC_T00061	sao00001;sao03100
SAOUHSC_T0007	sao00001;sao03100
SAOUHSC_T0008	sao00001;sao03100
SAOUHSC_T0009	sao00001;sao03100
